"","origin","year","month","day","hour","temp","dewp","humid","wind_dir","wind_speed","wind_gust","precip","pressure","visib","time_hour"
"5302","JFK",2023,8,9,21,86,58,38.72,260,14.96014,17.2158299092,0,1006.6,10,2023-08-09 21:00:00
"5303","JFK",2023,8,9,22,83,60,45.81,270,12.65858,14.5672406924,0,1006.6,10,2023-08-09 22:00:00
"5304","JFK",2023,8,9,23,82,58,44.05,260,17.2617,19.864419126,0,1007.4,10,2023-08-09 23:00:00
"5305","JFK",2023,8,10,0,80,58,47.02,290,12.65858,14.5672406924,0,1007.9,10,2023-08-10
"5306","JFK",2023,8,10,1,77,60,55.75,270,12.65858,14.5672406924,0,1008.6,10,2023-08-10 01:00:00
"5307","JFK",2023,8,10,2,77,55,46.57,270,10.35702,11.9186514756,0,1009.1,10,2023-08-10 02:00:00
"5308","JFK",2023,8,10,3,75,58,55.48,280,10.35702,11.9186514756,0,1009,10,2023-08-10 03:00:00
"5309","JFK",2023,8,10,4,75,57,53.52,280,11.5078,13.242946084,0,1008.7,10,2023-08-10 04:00:00
"5310","JFK",2023,8,10,5,72,61,68.31,270,8.05546,9.2700622588,0,1008.5,10,2023-08-10 05:00:00
"5311","JFK",2023,8,10,6,70,63,78.46,270,5.7539,6.621473042,0,1008.1,10,2023-08-10 06:00:00
"5312","JFK",2023,8,10,7,70,64,81.27,250,5.7539,6.621473042,0,1007.8,10,2023-08-10 07:00:00
"5313","JFK",2023,8,10,8,70,64,81.27,220,5.7539,6.621473042,0,1007.7,10,2023-08-10 08:00:00
"5314","JFK",2023,8,10,9,70,65,84.16,240,5.7539,6.621473042,0,1007.6,10,2023-08-10 09:00:00
"5315","JFK",2023,8,10,10,70,67,90.21,220,5.7539,6.621473042,0,1007.1,10,2023-08-10 10:00:00
"5316","JFK",2023,8,10,11,72,67,84.28,230,5.7539,6.621473042,0,1007.4,10,2023-08-10 11:00:00
"5317","JFK",2023,8,10,12,74,67,78.78,210,5.7539,6.621473042,0,1007,10,2023-08-10 12:00:00
"5318","JFK",2023,8,10,13,75,69,81.62,170,5.7539,6.621473042,0,1007.5,10,2023-08-10 13:00:00
"5319","JFK",2023,8,10,14,77,71,81.76,200,9.20624,10.5943568672,0,1007.4,10,2023-08-10 14:00:00
"5320","JFK",2023,8,10,15,77,70,79.02,180,9.20624,10.5943568672,0,1006.6,10,2023-08-10 15:00:00
"5321","JFK",2023,8,10,16,76,72,87.43,150,5.7539,6.621473042,1e-04,1006.1,10,2023-08-10 16:00:00
"5322","JFK",2023,8,10,17,74,72,93.48,170,12.65858,14.5672406924,0.01,1005.6,10,2023-08-10 17:00:00
"5323","JFK",2023,8,10,18,74,73,96.69,190,9.20624,10.5943568672,1e-04,1005.1,8,2023-08-10 18:00:00
"5324","JFK",2023,8,10,19,73,72,96.68,200,9.20624,10.5943568672,0.01,1003.7,5,2023-08-10 19:00:00
"5325","JFK",2023,8,10,20,71,70,96.65,150,11.5078,13.242946084,0.01,1004,5,2023-08-10 20:00:00
"5326","JFK",2023,8,10,21,69.8,69.8,100,200,12.65858,14.5672406924,0.04,1002.9,4,2023-08-10 21:00:00
"5327","JFK",2023,8,10,22,70,70,100,140,5.7539,6.621473042,1e-04,1002.6,4,2023-08-10 22:00:00
"5328","JFK",2023,8,10,23,69,69,100,150,2.30156,2.6485892168,0.01,1002.5,3.5,2023-08-10 23:00:00
"5329","JFK",2023,8,11,0,70,69,96.64,280,5.7539,6.621473042,0,1002.8,10,2023-08-11
"5330","JFK",2023,8,11,1,70,69,96.64,320,5.7539,6.621473042,0,1003.3,10,2023-08-11 01:00:00
"5331","JFK",2023,8,11,2,70,69,96.64,260,9.20624,10.5943568672,0,1003.2,8,2023-08-11 02:00:00
"5332","JFK",2023,8,11,3,70,69,96.64,280,9.20624,10.5943568672,0,1003.3,7,2023-08-11 03:00:00
"5333","JFK",2023,8,11,4,70,69,96.64,280,9.20624,10.5943568672,0,1003.7,8,2023-08-11 04:00:00
"5334","JFK",2023,8,11,5,70,67,90.21,310,10.35702,11.9186514756,0,1004.2,10,2023-08-11 05:00:00
"5335","JFK",2023,8,11,6,70,66,87.14,310,9.20624,10.5943568672,0,1004.6,10,2023-08-11 06:00:00
"5336","JFK",2023,8,11,7,69,65,87.08,280,5.7539,6.621473042,0,1005,10,2023-08-11 07:00:00
"5337","JFK",2023,8,11,8,68,66,93.32,260,5.7539,6.621473042,0,1005.9,10,2023-08-11 08:00:00
"5338","JFK",2023,8,11,9,68,65,90.13,260,12.65858,14.5672406924,0,1006.3,10,2023-08-11 09:00:00
"5339","JFK",2023,8,11,10,68,66,93.32,270,10.35702,11.9186514756,0,1007.4,10,2023-08-11 10:00:00
"5340","JFK",2023,8,11,11,71,65,81.34,270,11.5078,13.242946084,0,1007.8,10,2023-08-11 11:00:00
"5341","JFK",2023,8,11,12,74,64,70.97,290,10.35702,11.9186514756,0,1008.1,10,2023-08-11 12:00:00
"5342","JFK",2023,8,11,13,74,65,73.5,290,8.05546,9.2700622588,0,1008.6,10,2023-08-11 13:00:00
"5343","JFK",2023,8,11,14,76,64,66.38,230,8.05546,9.2700622588,0,1009.2,10,2023-08-11 14:00:00
"5344","JFK",2023,8,11,15,77,65,66.5,230,8.05546,9.2700622588,0,1009.1,10,2023-08-11 15:00:00
"5345","JFK",2023,8,11,16,80,67,64.57,230,12.65858,14.5672406924,0,1009,10,2023-08-11 16:00:00
"5346","JFK",2023,8,11,17,80,67,64.57,NA,NA,NA,0,1009,10,2023-08-11 17:00:00
"5347","JFK",2023,8,11,18,84,61,45.96,200,14.96014,17.2158299092,0,1008.8,10,2023-08-11 18:00:00
"5348","JFK",2023,8,11,19,84,61,45.96,280,16.11092,18.5401245176,0,1008.7,10,2023-08-11 19:00:00
"5349","JFK",2023,8,11,20,85,59,41.44,260,16.11092,18.5401245176,0,1008.7,10,2023-08-11 20:00:00
"5350","JFK",2023,8,11,21,84,59,42.8,NA,NA,NA,0,1008.9,10,2023-08-11 21:00:00
"5351","JFK",2023,8,11,22,83,59,44.2,250,12.65858,14.5672406924,0,1009.2,10,2023-08-11 22:00:00
"5352","JFK",2023,8,11,23,81,59,47.17,270,12.65858,14.5672406924,0,1009.8,10,2023-08-11 23:00:00
"5353","JFK",2023,8,12,0,78,60,53.94,260,11.5078,13.242946084,0,1010.5,10,2023-08-12
"5354","JFK",2023,8,12,1,76,61,59.72,240,8.05546,9.2700622588,0,1011.2,10,2023-08-12 01:00:00
"5355","JFK",2023,8,12,2,75,64,68.64,240,5.7539,6.621473042,0,1011.6,10,2023-08-12 02:00:00
"5356","JFK",2023,8,12,3,74,64,70.97,250,9.20624,10.5943568672,0,1011.8,10,2023-08-12 03:00:00
"5357","JFK",2023,8,12,4,72,64,75.92,260,5.7539,6.621473042,0,1011.9,10,2023-08-12 04:00:00
"5358","JFK",2023,8,12,5,71,63,75.84,0,0,0,0,1012.2,10,2023-08-12 05:00:00
"5359","JFK",2023,8,12,6,69,64,84.09,50,2.30156,2.6485892168,0,1012.6,10,2023-08-12 06:00:00
"5360","JFK",2023,8,12,7,68,63,84.03,0,0,0,0,1012.6,10,2023-08-12 07:00:00
"5361","JFK",2023,8,12,8,67,62,83.97,50,4.60312,5.2971784336,0,1012.6,10,2023-08-12 08:00:00
"5362","JFK",2023,8,12,9,67,61,81.05,90,8.05546,9.2700622588,0,1012.8,10,2023-08-12 09:00:00
"5363","JFK",2023,8,12,10,69,62,78.38,90,4.60312,5.2971784336,0,1013,10,2023-08-12 10:00:00
"5364","JFK",2023,8,12,11,72,66,81.41,90,5.7539,6.621473042,0,1013.2,10,2023-08-12 11:00:00
"5365","JFK",2023,8,12,12,75,68,78.86,100,9.20624,10.5943568672,0,1013,10,2023-08-12 12:00:00
"5366","JFK",2023,8,12,13,78,68,71.38,110,5.7539,6.621473042,0,1012.9,10,2023-08-12 13:00:00
"5367","JFK",2023,8,12,14,78,67,68.96,130,5.7539,6.621473042,0,1013,10,2023-08-12 14:00:00
"5368","JFK",2023,8,12,15,75,73,93.51,150,9.20624,10.5943568672,0.05,1012.9,10,2023-08-12 15:00:00
"5369","JFK",2023,8,12,16,79,72,79.17,160,5.7539,6.621473042,0,1012.4,10,2023-08-12 16:00:00
"5370","JFK",2023,8,12,17,79,73,81.89,150,9.20624,10.5943568672,0,1011.9,10,2023-08-12 17:00:00
"5371","JFK",2023,8,12,18,80,71,74.06,160,10.35702,11.9186514756,0,1012.1,10,2023-08-12 18:00:00
"5372","JFK",2023,8,12,19,77,69,76.36,NA,NA,NA,0,1011,10,2023-08-12 19:00:00
"5373","JFK",2023,8,12,20,79,70,73.97,170,18.41248,21.1887137344,0,1011.1,10,2023-08-12 20:00:00
"5374","JFK",2023,8,12,21,77,71,81.76,180,21.86482,25.1615975596,0,1010.8,10,2023-08-12 21:00:00
"5375","JFK",2023,8,12,22,76,73,90.44,180,19.56326,22.5130083428,0,1010.9,10,2023-08-12 22:00:00
"5376","JFK",2023,8,12,23,75,73,93.51,NA,NA,NA,0,1011.1,10,2023-08-12 23:00:00
"5377","JFK",2023,8,13,0,74,72,93.48,NA,NA,NA,0,1011.2,10,2023-08-13
"5378","JFK",2023,8,13,1,74,73,96.69,190,18.41248,21.1887137344,0,1011.5,10,2023-08-13 01:00:00
"5379","JFK",2023,8,13,2,73,72,96.68,200,11.5078,13.242946084,0,1011.4,10,2023-08-13 02:00:00
"5380","JFK",2023,8,13,3,73,73,100,200,8.05546,9.2700622588,0,1011.7,10,2023-08-13 03:00:00
"5381","JFK",2023,8,13,4,74,73,96.69,190,8.05546,9.2700622588,1e-04,1011.6,10,2023-08-13 04:00:00
"5382","JFK",2023,8,13,5,74,72,93.48,100,2.30156,2.6485892168,1e-04,1011.4,10,2023-08-13 05:00:00
"5383","JFK",2023,8,13,6,71.6,69.8,94.06,120,4.60312,5.2971784336,1e-04,1012.1,10,2023-08-13 06:00:00
"5384","JFK",2023,8,13,7,68,68,100,240,4.60312,5.2971784336,0.52,1009.8,0.75,2023-08-13 07:00:00
"5385","JFK",2023,8,13,8,69,69,100,90,8.05546,9.2700622588,1e-04,1009.7,10,2023-08-13 08:00:00
"5386","JFK",2023,8,13,9,71,70,96.65,150,5.7539,6.621473042,0,1010.5,10,2023-08-13 09:00:00
"5387","JFK",2023,8,13,10,71,70,96.65,10,4.60312,5.2971784336,0,1010.7,10,2023-08-13 10:00:00
"5388","JFK",2023,8,13,11,72,71,96.66,80,4.60312,5.2971784336,0,1011,7,2023-08-13 11:00:00
"5389","JFK",2023,8,13,12,74,72,93.48,80,2.30156,2.6485892168,0,1011.4,9,2023-08-13 12:00:00
"5390","JFK",2023,8,13,13,78,72,81.82,0,0,0,0,1011.2,10,2023-08-13 13:00:00
"5391","JFK",2023,8,13,14,79,72,79.17,280,5.7539,6.621473042,0,1011.2,10,2023-08-13 14:00:00
"5392","JFK",2023,8,13,15,82,72,71.78,240,5.7539,6.621473042,0,1011,10,2023-08-13 15:00:00
"5393","JFK",2023,8,13,16,84,73,69.59,240,9.20624,10.5943568672,0,1011,10,2023-08-13 16:00:00
"5394","JFK",2023,8,13,17,83,72,69.49,230,14.96014,17.2158299092,0,1011,10,2023-08-13 17:00:00
"5395","JFK",2023,8,13,18,87,66,49.75,NA,NA,NA,0,1011.3,10,2023-08-13 18:00:00
"5396","JFK",2023,8,13,19,89,64,43.55,310,16.11092,18.5401245176,0,1011.1,10,2023-08-13 19:00:00
"5397","JFK",2023,8,13,20,87,64,46.4,NA,NA,NA,0,1011.6,10,2023-08-13 20:00:00
"5398","JFK",2023,8,13,21,86,63,46.25,260,16.11092,18.5401245176,0,1011.8,10,2023-08-13 21:00:00
"5399","JFK",2023,8,13,22,85,64,49.47,270,17.2617,19.864419126,0,1012,10,2023-08-13 22:00:00
"5400","JFK",2023,8,13,23,83,62,49.17,280,12.65858,14.5672406924,0,1012.7,10,2023-08-13 23:00:00
"5401","JFK",2023,8,14,0,83,63,50.94,310,12.65858,14.5672406924,0,1013.6,10,2023-08-14
"5402","JFK",2023,8,14,1,81,62,52.48,300,12.65858,14.5672406924,0,1014.5,10,2023-08-14 01:00:00
"5403","JFK",2023,8,14,2,80,64,58.17,280,11.5078,13.242946084,0,1014.9,10,2023-08-14 02:00:00
"5404","JFK",2023,8,14,3,76,68,76.27,240,9.20624,10.5943568672,0,1014.9,10,2023-08-14 03:00:00
"5405","JFK",2023,8,14,4,73,69,87.29,240,10.35702,11.9186514756,0,1014.8,10,2023-08-14 04:00:00
"5406","JFK",2023,8,14,5,74,69,84.4,240,5.7539,6.621473042,0,1014.6,10,2023-08-14 05:00:00
"5407","JFK",2023,8,14,6,73,67,81.48,250,8.05546,9.2700622588,0,1014.6,10,2023-08-14 06:00:00
"5408","JFK",2023,8,14,7,73,65,76.01,270,5.7539,6.621473042,0,1014.4,10,2023-08-14 07:00:00
"5409","JFK",2023,8,14,8,70,65,84.16,0,0,0,0,1014.2,10,2023-08-14 08:00:00
"5410","JFK",2023,8,14,9,73,61,66.04,0,0,0,0,1014.5,10,2023-08-14 09:00:00
"5411","JFK",2023,8,14,10,72,66,81.41,0,0,0,0,1014.9,10,2023-08-14 10:00:00
"5412","JFK",2023,8,14,11,73,68,84.34,180,4.60312,5.2971784336,0,1015,10,2023-08-14 11:00:00
"5413","JFK",2023,8,14,12,74,68,81.55,250,5.7539,6.621473042,0,1015.6,10,2023-08-14 12:00:00
"5414","JFK",2023,8,14,13,77,66,68.85,200,2.30156,2.6485892168,0,1015.9,10,2023-08-14 13:00:00
"5415","JFK",2023,8,14,14,78,64,62.12,240,5.7539,6.621473042,0,1016.3,10,2023-08-14 14:00:00
"5416","JFK",2023,8,14,15,78,64,62.12,210,4.60312,5.2971784336,0,1016,10,2023-08-14 15:00:00
"5417","JFK",2023,8,14,16,80,66,62.37,0,0,0,0,1015.3,10,2023-08-14 16:00:00
"5418","JFK",2023,8,14,17,82,66,58.43,190,8.05546,9.2700622588,0,1014.8,10,2023-08-14 17:00:00
"5419","JFK",2023,8,14,18,83,68,60.62,NA,NA,NA,0,1014.3,10,2023-08-14 18:00:00
"5420","JFK",2023,8,14,19,82,68,62.62,190,11.5078,13.242946084,0,1013.8,10,2023-08-14 19:00:00
"5421","JFK",2023,8,14,20,83,66,56.57,180,11.5078,13.242946084,0,1013.2,10,2023-08-14 20:00:00
"5422","JFK",2023,8,14,21,79,66,64.45,180,10.35702,11.9186514756,0,1012.9,10,2023-08-14 21:00:00
"5423","JFK",2023,8,14,22,78,68,71.38,180,16.11092,18.5401245176,0,1013,10,2023-08-14 22:00:00
"5424","JFK",2023,8,14,23,77,68,73.78,170,12.65858,14.5672406924,0,1012.6,10,2023-08-14 23:00:00
"5425","JFK",2023,8,15,0,77,69,76.36,180,12.65858,14.5672406924,0,1012.8,10,2023-08-15
"5426","JFK",2023,8,15,1,76,71,84.52,160,11.5078,13.242946084,1e-04,1012.4,10,2023-08-15 01:00:00
"5427","JFK",2023,8,15,2,76,72,87.43,160,5.7539,6.621473042,0,1012.3,10,2023-08-15 02:00:00
"5428","JFK",2023,8,15,3,76,73,90.44,160,8.05546,9.2700622588,0,1011.3,10,2023-08-15 03:00:00
"5429","JFK",2023,8,15,4,76,72,87.43,120,4.60312,5.2971784336,1e-04,1010.3,10,2023-08-15 04:00:00
"5430","JFK",2023,8,15,5,75,73,93.51,80,5.7539,6.621473042,1e-04,1008.5,10,2023-08-15 05:00:00
"5431","JFK",2023,8,15,6,75,75,100,140,17.2617,19.864419126,0.16,1007.8,1.75,2023-08-15 06:00:00
"5432","JFK",2023,8,15,7,73.4,73.4,100,140,4.60312,5.2971784336,0,1007.1,10,2023-08-15 07:00:00
"5433","JFK",2023,8,15,8,73.4,73.4,100,350,2.30156,2.6485892168,0,1006.1,10,2023-08-15 08:00:00
"5434","JFK",2023,8,15,9,71,71,100,20,9.20624,10.5943568672,1e-04,1006.3,9,2023-08-15 09:00:00
"5435","JFK",2023,8,15,10,71,71,100,70,11.5078,13.242946084,1e-04,1006.8,9,2023-08-15 10:00:00
"5436","JFK",2023,8,15,11,71.6,71.6,100,70,5.7539,6.621473042,1e-04,1007.1,10,2023-08-15 11:00:00
"5437","JFK",2023,8,15,12,73,72,96.68,90,2.30156,2.6485892168,0,1007.6,10,2023-08-15 12:00:00
"5438","JFK",2023,8,15,13,75,72,90.4,280,5.7539,6.621473042,0,1007.7,10,2023-08-15 13:00:00
"5439","JFK",2023,8,15,14,77,70,79.02,280,12.65858,14.5672406924,0,1007.7,10,2023-08-15 14:00:00
"5440","JFK",2023,8,15,15,79,70,73.97,310,12.65858,14.5672406924,0,1008.1,10,2023-08-15 15:00:00
"5441","JFK",2023,8,15,16,77,69.8,78.48,310,8.05546,9.2700622588,0,1008.3,10,2023-08-15 16:00:00
"5442","JFK",2023,8,15,17,76,70,81.69,340,11.5078,13.242946084,0,1008.6,10,2023-08-15 17:00:00
"5443","JFK",2023,8,15,18,80,71,74.06,360,9.20624,10.5943568672,0,1008.7,10,2023-08-15 18:00:00
"5444","JFK",2023,8,15,19,78,69,73.87,350,8.05546,9.2700622588,0,1008.8,10,2023-08-15 19:00:00
"5445","JFK",2023,8,15,20,80,69,69.17,10,9.20624,10.5943568672,0,1008.6,10,2023-08-15 20:00:00
"5446","JFK",2023,8,15,21,78,69,73.87,350,9.20624,10.5943568672,0,1008.7,10,2023-08-15 21:00:00
"5447","JFK",2023,8,15,22,77,69,76.36,10,9.20624,10.5943568672,0,1008.4,10,2023-08-15 22:00:00
"5448","JFK",2023,8,15,23,75,69,81.62,60,9.20624,10.5943568672,1e-04,1009.3,10,2023-08-15 23:00:00
"5449","JFK",2023,8,16,0,73.4,71.6,94.1,100,9.20624,10.5943568672,1e-04,1010.5,10,2023-08-16
"5450","JFK",2023,8,16,1,72,70,93.43,90,10.35702,11.9186514756,0.01,1011.1,10,2023-08-16 01:00:00
"5451","JFK",2023,8,16,2,71.6,71.6,100,130,10.35702,11.9186514756,0.01,1010.9,10,2023-08-16 02:00:00
"5452","JFK",2023,8,16,3,71,71,100,90,8.05546,9.2700622588,0.01,1010.7,10,2023-08-16 03:00:00
"5453","JFK",2023,8,16,4,71,70,96.65,100,11.5078,13.242946084,0,1010.6,10,2023-08-16 04:00:00
"5454","JFK",2023,8,16,5,70,70,100,60,5.7539,6.621473042,0,1010.8,10,2023-08-16 05:00:00
"5455","JFK",2023,8,16,6,70,70,100,70,5.7539,6.621473042,0,1010.7,10,2023-08-16 06:00:00
"5456","JFK",2023,8,16,7,70,69,96.64,100,4.60312,5.2971784336,0,1010.7,10,2023-08-16 07:00:00
"5457","JFK",2023,8,16,8,70,69,96.64,100,8.05546,9.2700622588,0.04,1011.4,10,2023-08-16 08:00:00
"5458","JFK",2023,8,16,9,69.8,69.8,100,80,4.60312,5.2971784336,0.02,1011.6,7,2023-08-16 09:00:00
"5459","JFK",2023,8,16,10,70,70,100,40,5.7539,6.621473042,0.01,1012.2,10,2023-08-16 10:00:00
"5460","JFK",2023,8,16,11,70,69,96.64,0,0,0,0.01,1012.3,10,2023-08-16 11:00:00
"5461","JFK",2023,8,16,12,71,69,93.4,0,0,0,0,1012.8,10,2023-08-16 12:00:00
"5462","JFK",2023,8,16,13,73,70,90.32,10,4.60312,5.2971784336,0,1013.3,10,2023-08-16 13:00:00
"5463","JFK",2023,8,16,14,75,69,81.62,70,4.60312,5.2971784336,0,1013.6,10,2023-08-16 14:00:00
"5464","JFK",2023,8,16,15,80,70,71.58,360,5.7539,6.621473042,0,1013.8,10,2023-08-16 15:00:00
"5465","JFK",2023,8,16,16,79,69,71.48,0,0,0,0,1013.4,10,2023-08-16 16:00:00
"5466","JFK",2023,8,16,17,78,72,81.82,0,0,0,0,1013.3,10,2023-08-16 17:00:00
"5467","JFK",2023,8,16,18,78,71,79.09,180,8.05546,9.2700622588,0,1013.5,10,2023-08-16 18:00:00
"5468","JFK",2023,8,16,19,79,71,76.53,150,11.5078,13.242946084,0,1013.4,10,2023-08-16 19:00:00
"5469","JFK",2023,8,16,20,78,70,76.45,130,10.35702,11.9186514756,0,1013,10,2023-08-16 20:00:00
"5470","JFK",2023,8,16,21,76,70,81.69,130,11.5078,13.242946084,0,1013.5,10,2023-08-16 21:00:00
"5471","JFK",2023,8,16,22,74,69,84.4,120,9.20624,10.5943568672,0,1013.6,10,2023-08-16 22:00:00
"5472","JFK",2023,8,16,23,73,69,87.29,130,8.05546,9.2700622588,0,1014.4,10,2023-08-16 23:00:00
"5473","JFK",2023,8,17,0,72,69,90.28,130,9.20624,10.5943568672,0,1014.9,10,2023-08-17
"5474","JFK",2023,8,17,1,71.6,69.8,94.06,100,10.35702,11.9186514756,0,1015.4,10,2023-08-17 01:00:00
"5475","JFK",2023,8,17,2,72,70,93.43,120,5.7539,6.621473042,0,1015.2,10,2023-08-17 02:00:00
"5476","JFK",2023,8,17,3,72,70,93.43,90,5.7539,6.621473042,0,1015.3,10,2023-08-17 03:00:00
"5477","JFK",2023,8,17,4,72,69,90.28,90,5.7539,6.621473042,0,1015.4,10,2023-08-17 04:00:00
"5478","JFK",2023,8,17,5,72,69,90.28,90,5.7539,6.621473042,0,1015.3,10,2023-08-17 05:00:00
"5479","JFK",2023,8,17,6,71.6,69.8,94.06,100,4.60312,5.2971784336,0,1015,10,2023-08-17 06:00:00
"5480","JFK",2023,8,17,7,72,70,93.43,80,5.7539,6.621473042,0,1014.8,10,2023-08-17 07:00:00
"5481","JFK",2023,8,17,8,72,70,93.43,90,8.05546,9.2700622588,0,1014.7,10,2023-08-17 08:00:00
"5482","JFK",2023,8,17,9,72,71,96.66,80,5.7539,6.621473042,1e-04,1015.1,10,2023-08-17 09:00:00
"5483","JFK",2023,8,17,10,72,70,93.43,90,5.7539,6.621473042,0,1015.2,10,2023-08-17 10:00:00
"5484","JFK",2023,8,17,11,73,71,93.45,60,5.7539,6.621473042,0,1015.4,10,2023-08-17 11:00:00
"5485","JFK",2023,8,17,12,72,71,96.66,100,10.35702,11.9186514756,0,1015.3,10,2023-08-17 12:00:00
"5486","JFK",2023,8,17,13,74,71,90.36,100,11.5078,13.242946084,0,1015.4,10,2023-08-17 13:00:00
"5487","JFK",2023,8,17,14,73.4,71.6,94.1,100,10.35702,11.9186514756,0,1015.4,10,2023-08-17 14:00:00
"5488","JFK",2023,8,17,15,75,71,87.38,100,12.65858,14.5672406924,0,1014.9,10,2023-08-17 15:00:00
"5489","JFK",2023,8,17,16,75,71,87.38,100,9.20624,10.5943568672,0,1014.6,10,2023-08-17 16:00:00
"5490","JFK",2023,8,17,17,75,71,87.38,120,11.5078,13.242946084,0,1014,10,2023-08-17 17:00:00
"5491","JFK",2023,8,17,18,74,70,87.34,110,12.65858,14.5672406924,0,1013.7,10,2023-08-17 18:00:00
"5492","JFK",2023,8,17,19,73,70,90.32,120,12.65858,14.5672406924,0,1013,10,2023-08-17 19:00:00
"5493","JFK",2023,8,17,20,71,70,96.65,110,12.65858,14.5672406924,0,1012.7,10,2023-08-17 20:00:00
"5494","JFK",2023,8,17,21,73,71,93.45,110,10.35702,11.9186514756,0,1012.3,10,2023-08-17 21:00:00
"5495","JFK",2023,8,17,22,72,70,93.43,90,11.5078,13.242946084,0,1012.2,10,2023-08-17 22:00:00
"5496","JFK",2023,8,17,23,72,71,96.66,120,10.35702,11.9186514756,0,1012.1,10,2023-08-17 23:00:00
"5497","JFK",2023,8,18,0,71,71,100,120,8.05546,9.2700622588,0,1011.6,10,2023-08-18
"5498","JFK",2023,8,18,1,72,72,100,110,10.35702,11.9186514756,0,1011.3,6,2023-08-18 01:00:00
"5499","JFK",2023,8,18,2,73,72,96.68,120,9.20624,10.5943568672,0,1010.7,10,2023-08-18 02:00:00
"5500","JFK",2023,8,18,3,73,73,100,120,9.20624,10.5943568672,0,1010.2,10,2023-08-18 03:00:00
"5501","JFK",2023,8,18,4,74,74,100,130,5.7539,6.621473042,0,1009.2,10,2023-08-18 04:00:00
"5502","JFK",2023,8,18,5,74,74,100,120,5.7539,6.621473042,0,1008.7,10,2023-08-18 05:00:00
"5503","JFK",2023,8,18,6,75,74,96.71,130,8.05546,9.2700622588,0,1007.4,10,2023-08-18 06:00:00
"5504","JFK",2023,8,18,7,75,75,100,130,5.7539,6.621473042,0,1006.3,10,2023-08-18 07:00:00
"5505","JFK",2023,8,18,8,75,75,100,160,11.5078,13.242946084,0.01,1004.7,10,2023-08-18 08:00:00
"5506","JFK",2023,8,18,9,71,70,96.65,160,16.11092,18.5401245176,0.06,1005.2,4,2023-08-18 09:00:00
"5507","JFK",2023,8,18,10,72,71,96.66,250,5.7539,6.621473042,0.01,1005.2,10,2023-08-18 10:00:00
"5508","JFK",2023,8,18,11,70,67,90.21,210,5.7539,6.621473042,0,1006.1,10,2023-08-18 11:00:00
"5509","JFK",2023,8,18,12,71,68,90.25,360,8.05546,9.2700622588,0,1006,10,2023-08-18 12:00:00
"5510","JFK",2023,8,18,13,73,66,78.7,360,5.7539,6.621473042,0,1006.5,10,2023-08-18 13:00:00
"5511","JFK",2023,8,18,14,76,67,73.69,300,5.7539,6.621473042,0,1006.7,10,2023-08-18 14:00:00
"5512","JFK",2023,8,18,15,78,65,64.33,300,11.5078,13.242946084,0,1006.6,10,2023-08-18 15:00:00
"5513","JFK",2023,8,18,16,80,61,52.33,260,12.65858,14.5672406924,0,1006.2,10,2023-08-18 16:00:00
"5514","JFK",2023,8,18,17,79,62,56.03,NA,NA,NA,0,1006.5,10,2023-08-18 17:00:00
"5515","JFK",2023,8,18,18,80,61,52.33,280,17.2617,19.864419126,0,1006.8,10,2023-08-18 18:00:00
"5516","JFK",2023,8,18,19,82,60,47.32,260,12.65858,14.5672406924,0,1006.8,10,2023-08-18 19:00:00
"5517","JFK",2023,8,18,20,81,57,43.9,270,20.71404,23.8373029512,0,1006.9,10,2023-08-18 20:00:00
"5518","JFK",2023,8,18,21,80,54,40.67,NA,NA,NA,0,1007.6,10,2023-08-18 21:00:00
"5519","JFK",2023,8,18,22,79,51,37.64,NA,NA,NA,0,1008.2,10,2023-08-18 22:00:00
"5520","JFK",2023,8,18,23,77,50,38.74,280,18.41248,21.1887137344,0,1009.1,10,2023-08-18 23:00:00
"5521","JFK",2023,8,19,0,76,51,41.57,NA,NA,NA,0,1010.2,10,2023-08-19
"5522","JFK",2023,8,19,1,75,51,42.98,280,12.65858,14.5672406924,0,1011.4,10,2023-08-19 01:00:00
"5523","JFK",2023,8,19,2,73,51,45.96,NA,NA,NA,0,1011.9,10,2023-08-19 02:00:00
"5524","JFK",2023,8,19,3,71,52,51.03,280,12.65858,14.5672406924,0,1012.5,10,2023-08-19 03:00:00
"5525","JFK",2023,8,19,4,70,50,49.03,280,11.5078,13.242946084,0,1012.8,10,2023-08-19 04:00:00
"5526","JFK",2023,8,19,5,68,50,52.51,NA,NA,NA,0,1013,10,2023-08-19 05:00:00
"5527","JFK",2023,8,19,6,67,51,56.41,290,16.11092,18.5401245176,0,1012.8,10,2023-08-19 06:00:00
"5528","JFK",2023,8,19,7,66,51,58.4,300,10.35702,11.9186514756,0,1013.2,10,2023-08-19 07:00:00
"5529","JFK",2023,8,19,8,64,52,64.97,280,16.11092,18.5401245176,0,1013.5,10,2023-08-19 08:00:00
"5530","JFK",2023,8,19,9,64,52,64.97,270,12.65858,14.5672406924,0,1013.7,10,2023-08-19 09:00:00
"5531","JFK",2023,8,19,10,64,53,67.41,260,12.65858,14.5672406924,0,1014.7,10,2023-08-19 10:00:00
"5532","JFK",2023,8,19,11,66,53,62.87,260,16.11092,18.5401245176,0,1015.3,10,2023-08-19 11:00:00
"5533","JFK",2023,8,19,12,67,53,60.73,270,12.65858,14.5672406924,0,1015.8,10,2023-08-19 12:00:00
