establishment_id,establishment_number,establishment_name,duns_number,street,city,state,zip,phone,grant_date,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code
6166707,I393+V393,Maersk Logistics & Services USA Inc.,,6455 E. Grand Parkway S. ,Baytown,TX,77523,(979) 837-6452,2022-10-19,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,Maersk Warehousing & Distributions Services USA LLC; Performance Team,40,4032,N / A,29.740145285766,-94.891087691322,Chambers County,48071
6163178,I39993+V39993A,Port of Palm Cold Storage,,1800 Dr. Martin Luther King Jr. Blvd. ,Riviera Beach,FL,33404,,2022-04-27,Certification - Export; Identification - Meat; Identification - Poultry,Caribbean Foods Service ; Foods USA ,85,8535,Large,26.770063097712,-80.084780573687,Palm Beach County,12099
123525,I4,Broadleaf Inc.,,5600 S. Alameda Street ,Vernon,CA,90058,(323) 826-9890,2017-09-06,Imported Product,,05,0535,N / A,33.991465002294,-118.237286963611,Los Angeles County,06037
123542,I412,Trafon Group Inc.,,"Calle C #1229 Mercado Central Zona Portuaria, Puerto Nuevo ",San Juan,PR,00922,,2019-05-16,Imported Product,,85,8544,N / A,18.4278578,-66.10083101,San Juan,72127
6167996,I417,"ECI storage & logistics, inc",015634548,724 Clayton Road  ,Williamstown,NJ,08094,(856) 341-4959,2024-11-05,Imported Product,,80,8013,,39.675619993208,-75.005870021417,Gloucester County,34015
127323,I42,Laredo Cold Storage,,1130 Black Diamond Circle ,Laredo,TX,78045,(956) 267-9928,2021-07-07,Imported Product,,40,4031,N / A,27.719099443464,-99.719641916235,Webb County,48479
123587,I422,Piatkowski Riteway Meats Inc.,,3555 Witmer Road ,Niagara Falls,NY,14305,(716) 298-9865,2018-03-21,Imported Product,,60,6009,Very Small,43.129001023774,-79.014758290264,Niagara County,36063
6162302,I45,Lineage Logistics,,7748 Palmetto Commerce Pkwy ,North Charleston,SC,29420,(843) 998-6067,2021-06-10,Imported Product,"Millard Refrigerated Services, LLC",85,8522,Large,32.941497016205,-80.07073174234,Charleston County,45019
6165956,I450,"Continental Forwarding Services, Inc.",,23852 Mines Road ,Laredo,TX,78045,(956) 724-5672,2021-06-03,Imported Product,,40,4031,N / A,27.653619003321,-99.63221201656,Webb County,48479
127499,I45671+V45671,Cool Port Oakland,,575 Maritime St. ,Oakland,CA,94607,(510) 564-8700,2021-09-30,Certification - Export; Identification - Meat; Identification - Poultry,"Dreisbach, Cool Port",05,0511,N / A,37.802636999545,-122.320464040302,Alameda County,06001
6162534,I46+V46,PG Distribution LLC,,12120 River Bank Drive ,Laredo,TX,78045,(956) 523-7258,2018-02-09,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product; Off-Premise Freezing - Meat; Off-Premise Freezing - Poultry,,40,4031,N / A,27.604017082285,-99.529370251778,Webb County,48479
6163408,I46124+V46124,Cross Partners Cold Storage Inc.,,7525 Britannia Park Place ,San Diego,CA,92154,(619) 955-7772,2021-07-15,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,,05,0518,N / A,32.554714010355,-116.979317021081,San Diego County,06073
6163564,I46198+V46198,"Valley Cold Storage & Transportation, LLC",963509752,505 Industrial Drive ,Santa Teresa,NM,88008,(575) 525-0800,2017-08-18,Certification - Export; Imported Product,,40,4022,N / A,31.872334995713,-106.702644986428,Doña Ana County,35013
123581,I47,"A. N. Deringer, Inc.",00-243-0668,438 Griffith Ave. ,Sweetgrass,MT,59484,(406) 335-2342,2020-08-14,Imported Product,,15,1515,N / A,48.996724597643,-111.968026306465,Toole County,30101
6165548,I47009,"Smithfield Distribution, LLC",,2895 Principio Parkway East ,North East,MD,21901,(443) 256-7090,2021-05-24,Imported Product,,80,8014,N / A,39.598282699767,-75.992263778043,Cecil County,24015
6165640,I47473,Rovagnati North America LLC,,2290 West Oak Road ,Vineland,NJ,08360,(914) 643-9560,2020-12-01,Imported Product,,80,8013,N / A,39.508413010979,-75.0677260361,Cumberland County,34011
6165646,I47475,TDI,,99 New Hook Road Sec. 1 & 2,Bayonne,NJ,07002,(000) 000-0000,2021-08-10,Imported Product,,80,8016,N / A,40.663672701906,-74.106450607578,Hudson County,34017
6165724,I47516+V47516,Winchester Cold Storage,,188 Brooke Road Suite 900,Winchester,VA,22603,(540) 662-4151,2021-01-04,Certification - Export; Imported Product,WCS Logistics,80,8008,N / A,39.198224003985,-78.151661985624,Frederick County,51069
6165725,I47517+V47517,Winchester Cold Storage,,605 North Loudoun Street ,Winchester,VA,22602,(540) 662-4151,2021-01-04,Certification - Export; Imported Product,WCS Logistics,80,8008,N / A,39.193855984692,-78.162584024557,Winchester city,51840
6166598,I47958+V47958,"Americold Logistics, LLC",,6330 Nita Way ,Baytown,TX,77523,(832) 699-3262,2022-04-20,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,,40,4032,N / A,29.726185127916,-94.888212119191,Chambers County,48071
6162561,I48,"Lineage Logistics PFS, LLC",,2500 S. Damen ,Chicago,IL,60608,(773) 847-1800,2021-10-12,Imported Product,,50,5006,N / A,41.846246003102,-87.677169985919,Cook County,17031
6162624,I49,"Lineage Logistics PFS, LLC",,60 Commercial Street ,Everett,MA,02149,(617) 387-2050,2020-09-09,Imported Product,,60,6008,,42.390906136665,-71.055088541962,Middlesex County,25017
6167887,I499,Davy Cold Storage,079583783,2073 West Garden Rd ,Vineland,NJ,08360,(856) 205-9490,2026-01-22,Imported Product,,80,8013,,39.52148522153,-75.061616746674,Cumberland County,34011
126672,I5,Americold Logistics LLC,014404956,1125 Newton Way ,Summerville,SC,29483-7415,(843) 486-1126,2021-01-14,Imported Product,"Agro Merchant 's Group, Inc.",85,8522,Small,33.067262989035,-80.190380979418,Berkeley County,45015
6162716,I51,Midway International Logistics LLC,,948 Bradley Street ,Watertown,NY,13601,(315) 586-2994,2018-09-26,Imported Product,,60,6026,Very Small,43.991544960994,-75.914968892892,Jefferson County,36045
6162898,I51264+V51264,Port of Wilmington Cold Storage,,1 Shipyard Boulevard ,Wilmington,NC,28412,(910) 726-1174,2020-04-15,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product; Off-Premise Freezing - Egg Products; Off-Premise Freezing - Meat; Off-Premise Freezing - Poultry,,80,8005,N / A,34.191471251748,-77.949542029737,New Hanover County,37129
123554,I513,"Lineage Logistics PFS, LLC",,"Lineage Logistics PFS, LLC 13700 NW 115th Avenue",Medley,FL,33178,(305) 885-7077,2020-06-22,Imported Product,,85,8530,Very Small,25.890988,-80.383664,Miami-Dade County,12086
123538,I515,"United States Cold Storage, LP",,1602 Island Street ,Laredo,TX,78041,(956) 722-3951,2018-02-01,Imported Product,,40,4031,N / A,27.552709019535,-99.510099002863,Webb County,48479
123595,I517,"Lineage Logistics PFS, LLC",,900 East M Street ,Wilmington,CA,90744,(310) 518-1800,2021-05-20,Imported Product,,05,0507,N / A,33.788039984083,-118.252182024649,Los Angeles County,06037
123557,I52,"U. Okada & Company, LTD",,1000 Queen Street ,Honolulu,HI,96814,(808) 597-1102,2016-05-05,Imported Product,,15,1505,N / A,21.296159015641,-157.852716007201,Honolulu County,15003
123666,I521,"Lineage Logistics MTC, LLC",,2 Dock View Drive ,New Castle,DE,19720,(302) 654-3400,2019-11-26,Imported Product,,80,8013,N / A,39.711788995057,-75.540263036052,New Castle County,10003
123520,I526,Pilot Water Tower Cold Storage,,2820 Soto Street ,Vernon,CA,90058,,2017-09-06,Imported Product,Pilot Brands,05,0535,N / A,34.011227015411,-118.21884803391,Los Angeles County,06037
6162760,I53,Matosantos Comercial,,Calle A Lote #23 Cabo Caribe Industrial Park,Vega Baja,PR,00694-4435,,2019-12-10,Imported Product,,85,8544,N / A,18.447985855946,-66.387494558525,Vega Baja,72145
123588,I530,"RLS Cold Storage, Inc.",,2185 Main Road ,Newfield,NJ,08344,(856) 694-2828,2021-05-14,Imported Product,,80,8013,N / A,39.575424764106,-75.006504935643,Gloucester County,34015
6167874,I531+V2175A,RSF Inc dba FreezPak Logistics,,2201 East Allegheny Avenue ,Philadelphia,PA,19134,(973) 523-1899,2024-02-23,Certification - Export; Food Inspection; Identification - Meat; Identification - Poultry; Imported Product,FreezPak Logistics,60,6022,N / A,39.991128994148,-75.106862986044,Philadelphia County,42101
123534,I532+V532,"Lineage Logistics PFS, LLC",611934159,360 Avenue P ,Newark,NJ,07105,(973) 820-4022,2020-06-25,Certification - Cysticercus; Certification - Export; Identification - Meat; Identification - Poultry; Imported Product; Off-Premise Freezing - Meat; Off-Premise Freezing - Poultry,,80,8016,N / A,40.722520999016,-74.129201990612,Essex County,34013
123548,I536,"NEP Cold Storage, Inc.",793182788,2701 Red Lion Road ,Philadelphia,PA,19114,(215) 934-6000,2017-01-31,Imported Product,,60,6022,,40.092616099492,-75.012650674437,Philadelphia County,42101
123498,I539,"Alameda Distribution, Inc.",,1820 E. 48th Place ,Los Angeles,CA,90058,(323) 353-0086,2021-07-15,Imported Product,,05,0535,N / A,33.998907000757,-118.239870014712,Los Angeles County,06037
123555,I54,"Weighmasters Murphy, Inc.",,1601 West 12th Street ,Long Beach,CA,90813,(562) 495-4144,2018-04-30,Imported Product,,05,0507,N / A,33.782025004636,-118.214442002687,Los Angeles County,06037
6163934,I54264+V54264,"Cordele Cold Storage & Food Processing, LLC",,201 N. Harris Street  ,Cordele,GA,31015,(229) 276-0077,2019-02-05,Certification - Export; Identification - Meat; Identification - Poultry,,85,8501,N / A,31.969394018859,-83.739549016459,Crisp County,13081
6168388,I543,"G&C Food Distributors & Brokers, Inc.",070850607,3407 Walters Road ,Syracuse,NY,13209,(315) 422-3191,2024-09-23,Imported Product,,60,6028,Small,43.107413935059,-76.276535529772,Onondaga County,36067
6162858,I56,Londonderry Freezer Warehouse LLC,,219 Rockingham Road ,Londonderry,NH,03053,(603) 421-9525,2021-06-30,Imported Product,,60,6025,Small,42.911262019962,-71.389519018768,Rockingham County,33015
123522,I58,Lineage Logistics - Vernon Area #2,,3211 E. 44th Street ,Vernon,CA,90058,(323) 923-2002,2018-04-02,Imported Product,,05,0503,N / A,34.004322003575,-118.210004036413,Los Angeles County,06037
123524,I6,"Lineage Logistics PFS, LLC",,4901 Bandini Blvd. ,Vernon,CA,90058,(323) 263-8811,2021-07-14,Imported Product,,05,0503,N / A,33.998306982218,-118.172888969152,Los Angeles County,06037
123591,I608,Pacific Produce Corporation,,220 East Harmon Industrial Park Road ,Tamuning,GU,96931,(671) 646-8082,2017-10-16,Imported Product,,15,1506,N / A,13.501770004398,144.810050038998,,66010
6163303,I61,"Lineage Logistics PFS, LLC",,2357 S. Wood St. ,Chicago,IL,60608,(773) 268-3400,2020-09-16,Imported Product,,50,5006,N / A,41.848879010346,-87.670651966553,Cook County,17031
123539,I613,Vaillancourt Inspection Inc.,,135 Ferry Street ,Van Buren,ME,04785,(207) 868-5065,2021-10-01,Imported Product,,60,6025,Very Small,47.170184639827,-67.940845642211,Aroostook County,23003
123501,I616,"Lineage Logistics MTC, LLC",,4851 Holabird Avenue ,Baltimore,MD,21224,(240) 216-4638,2022-02-28,Imported Product,,80,8014,N / A,39.269176982003,-76.553711992015,Baltimore city,24510
6163323,I62+V62,"Piazza's Seafood World, LLC",,205 James Drive West ,St. Rose,LA,70087,(504) 602-5050,2021-03-22,Identification - Meat; Imported Product,,40,4015,N / A,29.987790989684,-90.2857080243,St. Charles Parish,22089
123531,I620,"SR Forwarding, Inc.",,40722 Cannel St. ,Laredo,TX,78045,(956) 417-2929,2018-04-12,Imported Product,,40,4031,N / A,27.719087995458,-99.717686977106,Webb County,48479
123494,I621,Mendez & Co. Cold Storage Logistics,,Diana Street Lot #5 Amelia Industrial Park,Guaynabo,PR,00968,,2017-08-23,Imported Product,,85,8544,N / A,18.40802,-66.100915,Guaynabo,72061
123495,I625,"Quirch Foods Carribean, Inc.",,"918 Calle Escorial URB, Industrial Mario Julia",San Juan,PR,00920,(787) 775-6150,2022-02-28,Imported Product,,85,8544,Very Small,18.41292099022,-66.100802983204,Guaynabo,72061
123565,I629,"International Express, Inc.",,3100 Ualena St. Suite 203,Honolulu,HI,96819,(808) 836-4744,2016-05-05,Imported Product,,15,1505,N / A,21.334607015054,-157.910296999808,Honolulu County,15003
123491,I630,Ballester Hermanos Inc.,,"#696 Street, #9 ",Dorado,PR,00646,,2017-11-20,Imported Product,,85,8544,Small,18.460476011252,-66.271920961454,Dorado,72051
6168019,I631,"QF Southeast, LLC",,621 Snively Ave. ,Winter Haven,FL,33880,(305) 691-3535,2024-05-29,Imported Product,Phoenix Logistics; Quirch Foods,85,8527,Very Small,27.989415017883,-81.732269032734,Polk County,12105
123489,I634,Marvel International inc,,Amelia Distribution Center Beatriz St. #7 Sec. 4 and 5,Guaynabo,PR,00968,,2022-02-28,Imported Product,"Marvel Specialties, Inc.",85,8544,Very Small,18.41766416,-66.11239669,Guaynabo,72061
6163421,I64,"Luen Fung Enterprises (Saipan), Inc.",,"Arnold Pale Highway, Middle Road, Gualo Rai Village ",Saipan,MP,96950,(670) 234-7243,2020-02-06,Imported Product,,15,1506,N / A,15.19616513,145.7194783,Saipan,69110
6163501,I65+V65,Kearny Cold Storage,,69-81 Sellers Street Unit 2,Kearny,NJ,07032,(201) 628-2952,2021-06-16,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,,80,8016,N / A,40.767547996141,-74.132754995549,Hudson County,34017
123508,I655+V976,"Premier Distribution Center, LLC",,841 N. Industrial Park Avenue ,Nogales,AZ,85621,(520) 761-3481,2018-05-18,Certification - Export; Imported Product,,05,0504,N / A,31.347513925912,-110.961205843352,Santa Cruz County,04023
123680,I658,Palos Garza Forwarding,,8417 Amparan Road ,Laredo,TX,78045,(956) 417-2767,2021-07-07,Imported Product,,40,4031,N / A,27.611145008174,-99.509905967633,Webb County,48479
6163355,I66+V51311,"Lineage Logistics PFS, LLC",611934159,10585 Red Bluff Rd. ,Pasadena,TX,77507,(281) 291-9100,2020-02-13,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product; Off-Premise Freezing - Meat; Off-Premise Freezing - Poultry,,40,4032,N / A,29.610423963446,-95.079552750497,Harris County,48201
124083,I663,Sea World Inc,,Calle Diana Lot #36 ,Guaynabo,PR,00968,(787) 273-1011,2020-09-22,Imported Product,,85,8544,N / A,18.417972008892,-66.120358969141,Guaynabo,72061
125789,I669,Americold Logistics LLC,,3 Gateway Boulevard ,Pedricktown,NJ,08067,(856) 285-2600,2021-07-08,Imported Product,,80,8013,N / A,39.740124982661,-75.410888025263,Salem County,34033
6163507,I67,"Preferred Freezer of Elizabeth, LLC",,150 Bayway Avenue ,Elizabeth,NJ,07202,(973) 854-9400,2020-05-15,Imported Product,,80,8016,N / A,40.638319017638,-74.203336784225,Union County,34039
123686,I670,JE EXPORTS,,224 West Grant Street ,Calexico,CA,92231,(760) 357-2095,2021-07-28,Imported Product,,05,0518,N / A,32.673613989108,-115.502200962744,Imperial County,06025
6163515,I68,"H&N Group, Inc.",,5580 S. Alameda Street ,Vernon,CA,90058,(323) 586-9388,2018-03-07,Imported Product,,05,0535,N / A,33.992592996914,-118.237321999966,Los Angeles County,06037
123914,I680,"Lineage Logistics PFS, LLC",611934159,7080 Express Lane ,Houston,TX,77078,,2020-01-24,Imported Product,,40,4032,N / A,29.825254990638,-95.247243007294,Harris County,48201
123915,I681,JE Exports,,1680 Hilltop Drive ,Chula Vista,CA,91911,(619) 426-6992,2021-12-23,Imported Product,,05,0518,N / A,32.595682992877,-117.052061966179,San Diego County,06073
123932,I682,New Orleans Cold Storage & Warehouse Co. Ltd.,,1091 Remount Road ,Charleston,SC,29406,(843) 747-4833,2021-04-07,Imported Product,NOCS South Atlantic,85,8522,Large,32.902106932784,-79.979520458719,Charleston County,45019
124034,I683,"Elore Enterprises, LLC",,1167 NW 159 Drive ,Miami Gardens,FL,33169,(305) 477-1650,2020-06-19,Imported Product,Wine Importers and Distributors,85,8535,Very Small,25.921310912409,-80.218965405773,Miami-Dade County,12086
126082,I686,Americold Logistics LLC,79-744-9246,1229 Fleetway Drive ,Chesapeake,VA,23323,(757) 487-7847,2021-12-21,Imported Product,,80,8019,N / A,36.780262993081,-76.370825989345,Chesapeake city,51550
6163517,I69+V69,Intactics LLC,,5 Bodega Drive ,Nogales,AZ,85621,(520) 761-9762,2019-11-13,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,,05,0504,Very Small,31.394227361956,-110.961481188872,Santa Cruz County,04023
123535,I7,"Americold Logistics, LLC",,19840 Rancho Way ,Compton,CA,90220,(310) 900-7181,2022-05-11,Imported Product,,05,0507,N / A,33.8494870038,-118.221637028373,Los Angeles County,06037
6163563,I70+V70,Seafrigo Coldstorage Miami Inc,,3200 NW 67th Avenue Suite 230,Miami,FL,33122,(201) 770-1143,2018-04-10,Certification - Export; Identification - Meat; Identification - Poultry; Off-Premise Freezing - Egg Products; Off-Premise Freezing - Meat; Off-Premise Freezing - Poultry,,85,8530,Small,25.802731349601,-80.30522269511,Miami-Dade County,12086
6163582,I72+V72A,RSF Inc. DBA Freezpak Logistics,,760 B Port Carteret Drive ,Carteret,NJ,07008,(973) 523-1899,2019-12-05,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,Freezpak Logistics,80,8020,N / A,40.565911005515,-74.215911018763,Middlesex County,34023
6168082,I729,World Class Distributions,,24098 Ruther Glen Road ,Ruther Glen,VA,22546,(909) 501-5243,2025-11-04,Imported Product,,80,8019,N / A,37.935499007784,-77.461177984933,Caroline County,51033
6168087,I734,"Arcadia Cold Jacksonville, LLC",,9765 N. Main St. ,Jacksonville,FL,32218,(904) 701-2210,2024-11-05,Imported Product,N/A,85,8523,N / A,30.415110908832,-81.649563475753,Duval County,12031
6163721,I74+V74,"Lineage Logistics PFS, LLC",611934159,604 Curt Maberry Road ,Lynden,WA,98264,(360) 354-3900,2020-02-20,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product; Off-Premise Freezing - Egg Products; Off-Premise Freezing - Meat; Off-Premise Freezing - Poultry,,15,1530,Very Small,48.943738019533,-122.497836007968,Whatcom County,53073
6163846,I76+V76,San Luis International Cold Storage Services LLC,,4832 E. Vaughan Street Suite F,San Luis,AZ,85349,(928) 627-8893,2023-05-12,Certification - Export; Imported Product,,05,0518,N / A,32.464264893189,-114.693367255243,Yuma County,04027
6163982,I77+V77,"Lineage Logistics PFS, LLC",,1400 S. Los Palos Street ,Los Angeles,CA,90023,(323) 430-8550,2021-07-14,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,,05,0503,N / A,34.015264997266,-118.193541978576,Los Angeles County,06037
6168304,I7877C+V7877C,Rastelli's Export,,540 Franklinville Road ,South Harrison Twp,NJ,08062,(856) 803-1100,2024-09-24,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,RASTELLI FOODS; RASTELLI FOODS GROUP; RASTELLI MARKET FRESH,80,8013,Small,39.720537857954,-75.254613894622,Gloucester County,34015
123521,I79,Palama Holdings LLC,,2029 Lauwiliwili Street ,Kapolei,HI,96707,(808) 682-8305,2022-02-11,Imported Product,,15,1505,N / A,21.323577017208,-158.091230019038,Honolulu County,15003
126710,I8,Envision Cold,,860 81st Avenue ,Oakland,CA,94621,(786) 559-2291,2021-08-06,Imported Product,United Cold Storage,05,0511,N / A,37.75093901332,-122.188122003427,Alameda County,06001
6164039,I80,Lineage Logistics - Vernon Area #8,,2825 E. 44th Street ,Vernon,CA,90058,(323) 583-3163,2021-07-14,Imported Product,,05,0503,N / A,34.0041899886,-118.21866103365,Los Angeles County,06037
6164042,I81+V81,"Lineage Logistics PFS, LLC",,435-A Bergen Ave ,Kearny,NJ,07032,(862) 400-0379,2020-06-25,Certification - Cysticercus; Certification - Export; Identification - Meat; Identification - Poultry; Imported Product; Off-Premise Freezing - Egg Products; Off-Premise Freezing - Meat; Off-Premise Freezing - Poultry,,80,8016,N / A,40.751703878097,-74.136115164065,Hudson County,34017
6164121,I83+V83,B.Y. International Inc.,,710 Epperson Drive ,City of Industry,CA,91748,(909) 262-6713,2020-05-12,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,,05,0506,N / A,34.002064002679,-117.897843019058,Los Angeles County,06037
6164518,I85,"Global Trading Enterprises LLC, DBA Rastelli Global",,504 Sharptown Road ,Swedesboro,NJ,08085,(856) 803-1100,2019-02-27,Imported Product,Rastelli Global,80,8012,Small,39.769173012939,-75.365398011806,Gloucester County,34015
6166785,I869+V869,RSF Inc. DBA FreezPak Logistics,,3995 W 108th Street ,Hialeah,FL,33018,(973) 523-1899,2023-06-28,Certification - Export; Food Inspection; Identification - Meat; Identification - Poultry; Imported Product,FreezPak Logistics,85,8530,Small,25.920547287677,-80.363904805157,Miami-Dade County,12086
6164584,I87,Carson Guam Corporation,,"5164-2-R1 B21 Bldg 100, 102, 104 Guerrero Street",Tamuning,GU,96931,(671) 646-0881,2020-07-17,Imported Product,,15,1506,N / A,13.501861785046,144.809063383762,,66010
6164633,I88,New XO Market/Wholesale,,"Gualo Rai, Middle Road ",Saipan,MP,96950,(670) 235-9168,2020-02-06,Imported Product,,15,1506,,15.18490778,145.7187947,Saipan,69110
6164655,I89,"Lineage Logistics PFS, LLC",,5459 Doolittle Road ,Jacksonville,FL,32254,(904) 477-9320,2020-04-28,Imported Product,,85,8523,Small,30.329516991195,-81.740582958674,Duval County,12031
123601,I90,Vertical Cold Storage LLC,118129721,Vertical Cold Storage LLC 4360 S. Haggerty Rd,Canton,MI,48188,(734) 397-9880,2020-10-19,Imported Product,,50,5008,N / A,42.275191784033,-83.448580886912,Wayne County,26163
6164749,I91,Pacific Grocers,778903351,196 Juan C. Fejeran ,Barrigada,GU,96913,(671) 649-6978,2019-07-23,Imported Product,,15,1506,N / A,13.492402591389,144.824183254543,,66010
6167332,I914,"Sea Win, Inc.",,1115 John Reed Court ,City of Industry,CA,91745,(626) 627-0723,2024-07-15,Imported Product,,05,0506,Small,34.003941004166,-117.939710038686,Los Angeles County,06037
6164753,I93,"Lineage Logistics PFS, LLC",,3990 W.108th Street ,Hialeah,FL,33018,(786) 510-1022,2020-12-22,Imported Product,,85,8530,Very Small,25.91875497993,-80.364640997893,Miami-Dade County,12086
6164881,I95,Royal Foods Distribution,,2026 Martin Avenue ,Santa Clara,CA,95050,,2022-01-13,Imported Product,,05,0519,N / A,37.365386009852,-121.960298019443,Santa Clara County,06085
6167513,I963+V963,RSF Inc. dba FreezPak Logistics,,7101 S Leamington Ave. ,Bedford Park,IL,60638,(973) 523-1899,2023-12-15,Certification - Export; Identification - Meat; Identification - Poultry; Imported Product,FreezPak Logistics,50,5006,Small,41.764523889268,-87.750061599386,Cook County,17031
6165083,I97,Cold Terminal of Laredo LLC,,602 Union Pacific Blvd. ,Laredo,TX,78045,(956) 413-6400,2021-04-20,Imported Product,,40,4031,N / A,27.618067999193,-99.481088984516,Webb County,48479
6165158,I99,"Americold Logistics, LLC",,1951 Old River Road ,Bloomingdale,GA,31302,(404) 216-0576,2021-03-31,Imported Product,,85,8509,Small,32.127919389606,-81.385527716471,Effingham County,13103
2766,M1+P1370,Vienna Beef Ltd.,025518887,1000 West Pershing Road ,Chicago,IL,60609,(312) 278-7800,2019-02-26,Meat Processing; Poultry Processing,Bistro Soups and Chili; David Berg; Minaret; Red Hot Chicago; Vienna; Vienna Beef; Vienna Beef Chili Company; Vienna Beef Ltd.; Vienna Sausage Manufacturing; Vienna Sausage Manufacturing Co.,50,5003,Small,41.824086011305,-87.651566959755,Cook County,17031
4119,M10+P7212+V10,Buckhead Meat & Seafood of Houston.,,10310 Greens Crossing Blvd. ,Houston,TX,77038,(281) 405-3200,2021-07-13,Certification - Export; Meat Processing; Poultry Processing,Buckhead Meat; Buckhead Meat of Houston; Freedman Foods; Freeman Foodservice,40,4026,Small,29.916705996691,-95.418006011945,Harris County,48201
7110,M10001+P10001,"Koegel Meats, Inc.",,3400 West Bristol Road ,Flint,MI,48507,(810) 238-3685,2021-08-17,Meat Processing; Poultry Processing,,50,5010,Small,42.973978981829,-83.747454995172,Genesee County,26049
7111,M10002+P10002+V10002,Dearborn Sausage Company Inc,,2471 Wyoming  Avenue ,Dearborn,MI,48120,(313) 842-2375,2021-10-15,Meat Processing; Poultry Processing; Voluntary Processing - Meat,Dearborn Brand,50,5008,Small,42.303940963816,-83.147459551809,Wayne County,26163
1908,M1001,Evans Food Group,026674649,2240 6th Street ,Portsmouth,OH,45662,(614) 796-4891,2021-10-07,Meat Processing,,50,5027,Small,38.733798004097,-82.971236027298,Scioto County,39145
7117,M10017+P10017,Bert Hazekamp & Son Inc.,,3933 South Brooks Road ,Muskegon,MI,49444,(231) 773-6425,2021-08-11,Meat Processing; Poultry Processing,Hazekamp Meats; Hazekamp Wholesale Meats,50,5009,Small,43.180158000058,-86.14910796571,Muskegon County,26121
6166876,M1002,Borracho Jerky,,713 Talbot Ave ,Canutillo,TX,79835,(915) 877-3602,2026-02-19,Meat Processing,,40,4022,Very Small,31.908619018229,-106.594191960336,El Paso County,48141
7119,M10026+P10026,Hillsdale County Meats,,11560  Territorial Rd. ,Waldron,MI,49288,(517) 286-6270,2021-08-11,Meat Processing; Meat Slaughter; Poultry Processing,,50,5034,Very Small,41.706226981108,-84.42634003443,Hillsdale County,26059
7121,M10031+P10031,Ada Valley Gourmet Foods,,6210 E. Fulton ,Ada,MI,49301,(616) 676-0767,2021-08-11,Meat Processing; Poultry Processing,Classic Foods,50,5009,Small,42.961676988267,-85.514941972455,Kent County,26081
7125,M10038+P10038+V10038,Scotts Hook & Cleaver Inc.,,8713 South 38th Street ,Scotts,MI,49088,(269) 626-8891,2021-08-11,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter; Voluntary Processing - Meat; Voluntary Slaughter - Meat; Voluntary Slaughter - Poultry; Voluntary Slaughter - Rabbit,Pease Packing Corporation,50,5034,Small,42.192051015884,-85.393069016465,Kalamazoo County,26077
14039,M1004+P1004,"Smart Food Systems, LLC",,Carr. #2 KM. 94.5 Bo. Yeguada,Camuy,PR,00627,,2021-10-13,Meat Processing; Poultry Processing,Artisan Kitchen; Fitted Nutrition; Lean-n-Fit; Nutri Sana; Power Foods by Fitted Nutrition; Productos Don Yummy; Virginia,85,8540,Very Small,18.468277337818,-66.882703103535,Camuy,72027
7126,M10040,Milton Chili Co.,,511 East Whitcomb Ave ,Madison Heights,MI,48071,(313) 585-0300,2021-11-08,Meat Processing,,50,5034,Very Small,42.527692007147,-83.103399026721,Oakland County,26125
7128,M10047+P10047+V10047,Rainbow Packing Inc.,,3532A 18th Road ,Escanaba,MI,49829,,2021-08-11,Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,50,5010,Very Small,45.797527002076,-87.19125102609,Delta County,26041
7130,M10053+P10053,Michigan State University Dept of Animal Science,,"Anthony Hall 474 S. Shaw Lane, Room 1358",East Lansing,MI,48824,(517) 355-8452,2014-09-09,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter,MSU Meat lab,50,5034,Very Small,42.725196781508,-84.479027838826,Ingham County,26065
5150,M1006+P17080,Spar Sausage Company,,688 Williams St. ,San Leandro,CA,94577,(510) 614-8100,2021-09-03,Meat Processing; Poultry Processing,,05,0511,Small,37.718331985044,-122.15901500646,Alameda County,06001
7133,M10061+V10061,Weltin Meat Packing Inc.,,8678 Fifth Street ,Minden City,MI,48456,(989) 864-8888,2021-08-26,Meat Processing; Meat Slaughter; Voluntary Processing - Meat; Voluntary Processing - Poultry; Voluntary Processing - Rabbit; Voluntary Slaughter - Meat; Voluntary Slaughter - Poultry; Voluntary Slaughter - Rabbit,,50,5010,Small,43.676803993842,-82.769231993132,Sanilac County,26151
